,Title,Summary,Location,Company,Salary
173,Senior Application Architect,Strong knowledge of cyber security including application design considerations to ensure data security and compliance.,Singapore,,
174,BI Architect,"Interact with business, ETL, and data architect teams to build models suitable for MicroStrategy.Good knowledge of data warehousing concepts and designing data…",Singapore,InfoCepts,
175,Principal Database Solutions Architect,"You will also need to quickly recognize customer opportunities for Database and Analytical Services in designing Data Lakes, Data Warehouses, IT Operations…",Singapore,Amazon Web Services Singapore,
176,Project Controller,"Able to analyze financial data and to be critical.In fast changing markets, customers worldwide rely on Thales.At Thales we provide CAREERS and not only jobs.",Singapore,Thales Group,
177,Principal Engineer – Mobile Framework & Container Developmen...,Computer Science / Engineering Bachelor’s degree or equivalent experience.Lead resources and serve as a functional SME across the company through advanced…,Central Singapore,CITI,
178,Media Research Coordinator,"Able to collect, synthesize and report data.GlassView is a new type of marketplace for brands and publishers, designed for the modern Internet.",Singapore,Glassview Media,
179,Web Software Engineer,"Architect highly available, scalable, and secure systems.BS in Computer Science or equivalent experience.Experience in handling volumes of data, performance…",Singapore,Enggsol Pte Ltd,
180,Senior Sales Engineer,"The Sales Engineer will identify, design, architect and provide information security technical solutions for customers in support of the Sales team.",Singapore,Singtel,
181,"Solutions Architect - Financial Services, APAC","7 or more years of experience as an architect, designing and implementing large-scale solutions in the Financial Services industry.",Singapore,Amazon Web Services Singapore,
182,"Business Analyst, Knowledge Management (Sharepoint)","As a Business Analyst - KM, you are:Review system testing, integration testing and data conversion documents to verify that specifications are met.",Singapore,Government Technology Agency,
183,Technical Specialist,"Bachelor's degree in Computer Science, Information Technology, or related field preferred.Broad experience with Office 365 and Enterprise Mobility + Security,…",Singapore,Microsoft,
184,Managed Services Senior Solution Architect,"As a Senior Solution Architect in our PointNext organization, you will:Bachelor's degree in computer science or related field, or equivalent experience.",Singapore,Hewlett Packard Enterprise,
185,Senior Business Analyst,They are looking for a Business Analyst to support their key accounts.You have at least 6 years experience as a Business Analyst in technical application…,Singapore,Snaphunt Pte Ltd,
186,Partner Technical Architect,"Preference for candidates with a Technical BS degree, Computer Science or Math background required.Ability to surface product issues, feeding back data and…",Singapore,Microsoft,
187,"Technical Architect, Hybrid Cloud","Specifically relating to opportunity pursuit the CS Technical Architect will:Qualification in Information Technology, Computer Science or Information Systems.",Kallang,Dimension Data,
188,STRATEGIC STARTUP BUSINESS DEVELOPMENT MANAGER,"BSc in computer science, engineering or information technology.Own long-term customer success – We use data and mechanisms to curate high potential startups,…",Singapore,Amazon Web Services Singapore,
189,Senior Enterprise Architect,"Stints in one or more of the following IT Consulting or professional services experience as a technical consultant, service engineer, sales engineer, system…",Singapore,Singtel,
190,Software Architect,"Experience with Big Data and real-time analytics.Bachelor’s degree in Computer Science, Computer Engineering or a software related discipline, from an…",Singapore,Keysight Technologies,
191,Cloud Solution Architect,"Education • Bachelor's degree in Computer Science, Information Technology, Engineer or related field preferred • Certification in one of the following…",Singapore,Microsoft,
192,Security Architect,"Design, architect and troubleshoot complex security implementations.The Security Architect will be responsible for the security aspects of large projects and…",Singapore,Fujitsu Asia Pte Ltd,
193,Senior Data Centre Consultant,"Knowledge of data networks, data centre operations, command and control center infrastructure.Certified Data Centre Design Professional.",Singapore,Arup,
194,"AVP / Senior Associate, Big Data Engineer, Group Consumer Ba...","Analyze source data and data flows, working with structured and unstructured data.Experience in big data and machine learning.",Singapore,DBS Bank,
195,#GIT | Ref: 113823 - Business System Analyst,"Degree/ Diploma in Computer Science, Engineering or a related discipline.Technology – MSSQL2005 & above, Visual Studio .Net Enterprise Architect, MS Server…",Singapore,Singtel,
196,IBM Internship: Cognitive Problem Detection Intern,"These log data may be structured, semi-structured, or completely unstructured.The candidate would be expected to extract meaning from this avalanche of data.",Singapore,IBM,
197,"VP/AVP Solutions Architect, Group Consumer Banking and Big D...","Experienced Enterprise SOA, EOA Architect and Microservices Architecture.Experienced working in a cloud native work environment, spring cloud data, Spring…",Singapore,DBS Bank,
198,"Conceptual Designer, Product Imagery","We produce great content, build systems at scale and use data to push the business forward.We are looking for a world class designer to establish the Product…",Singapore,Netflix,
199,Senior IT Analyst I (SAP BW/BI),"Collaborate with Information Architect, Application Architect, and other module solution owners (SAP ERP, SAP CRM, SAP BW and Digital) to ensure that data model…",Singapore,ASM,
200,Ref: 116586 - IT Analyst (1-Year Direct Contract),"Degree/ Diploma in Computer Science, Engineering or a related discipline.Technology – MSSQL2005 & above, Visual Studio .Net Enterprise Architect, MS Server…",Singapore,Singtel,
201,Senior Solutions Consultant,"Integration Architect exposure with a broad knowledge of corporate and enterprise platforms.Knowledge of either Customer Service Software, ITSM, data…",Singapore,Zendesk,
202,AVP - Development Lead & Architect,Working as a hands-on architect and engineer responsible for creating the technical roadmap/solution architecture/engineering frameworks.,Singapore,Deutsche Bank,
203,Senior Solution Architect,"Experience with data architecture, data modeling and relational databases.Experience with Hadoop, NoSQL and other Big Data technologies will be considered a…",Singapore,PwC,
204,Data & Analytics Development Manager – Technology Services A...,We are currently seeking a Data & Analytics Development Manager to join our team.BS or MS in Computer Science or related engineering discipline is required.,Singapore,Johnson & Johnson Family of Companies,
205,Order Management Specialist,"Work with the sales team to provide data and information that improves their ability to accelerate sales.Do you enjoy working in a fast-paced, rapidly growing…",Singapore,Autodesk,
206,Salesforce Solution Architect,"Minimum 5 + years’ experience in Salesforce strategy, roadmap design and creation.One or more certification related to Salesforce Cloud processes, sales,…",Singapore,PwC,
207,Consumer Networks - Security Architect (115497),As our Senior Network Security Architect you will have the opportunity to apply your expertise to architect & design common security platform for protecting…,Singapore,Singtel,
