,Title,Summary,Location,Company,Salary,City,Sal,Pay,Annual,entry_job,senior_job,temp_job
1499,Data Analyst,"Looking for Data Analyst Graduate Jobs in Warrington?Data Production which will be collecting, tracking and recording data, troubleshooting tracking and…",Warrington,Agility Resourcing,"£20,000 a year",Rest of UK,20000.0,0,1,0,0,0
1500,Toxicology Analyst,Evaluating and critically assessing LCMSMS data from analysis for the reporting scientist.We currently have a vacancy at our Warrington based laboratory for a…,Warrington,Alphabiolabs,"£20,000 a year",Rest of UK,20000.0,0,1,0,0,0
1501,Manual Test Analyst,"Knowledge of Data Warehousing/Business Intelligence systems and technologies (Desirable).Therefore, we are looking for a Manual Test Analyst, to take the lead…",Warrington,Manhattan Partners,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
1502,Equities Analyst,Analyse financial data to support business decisions.Key responsibilities for this role will be;Internal support working on a portfolio of investments.,Warrington,Page Personnel - UK,"£23,000 - £30,000 a year",Rest of UK,26500.0,0,1,0,0,0
1503,Business Analyst,Knowledge of Data Warehouse/Business Intelligence systems and technologies (Desirable).Must have a Business Analyst mindset or is currently a BA.,Warrington,Manhattan Partners,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
1504,Business Intelligence Analyst,Knowledge of data mining and data analysis techniques.Experience of presenting complex data to multiple stakeholders in a format that allows them to easily use…,Warrington,Your Housing Group,"£30,000 a year",Rest of UK,30000.0,0,1,0,0,0
1505,ICT Analyst Programmer Career Graded,The attached job description/ career grade document clarifies the requirements at each stage of the Analyst programmer role leading to the position of Senior…,St Helens,St. Helens Council,"£18,795 - £34,788 a year",Rest of UK,26791.5,0,1,0,0,0
1506,IT Analyst,Develop and refine Master Data Model and support/develop associated data warehouse and cube creations.Job Title : IT Analyst - Microsoft SSRS Developer.,Warrington,SHODHANA LIMITED,"£32,000 - £38,000 a year",Rest of UK,35000.0,0,1,0,0,0
1507,Business Analyst,My client an award-winning and fast growing company are looking for an Experienced Business Analyst to join the team.,Warrington,OCC Computing,"£40,000 - £45,000 a year",Rest of UK,42500.0,1,1,0,0,0
1508,Test Analyst,"They call it a Test Analyst.A UK market dominating FinTech powerhouse, who are looking for a Test Analyst to join their largest IT hub in the UK.",Warrington,Burns Sheehan,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
1509,Financial Analyst - Part Qualified,"Support FBPs and non-finance personnel, providing financial data to assist in commercial decision making.Other ad-hoc requirements as requested by the Senior…",Warrington,Biffa Waste Services,"£25,000 - £32,000 a year",Rest of UK,28500.0,0,1,0,0,0
1510,Commercial Finance Analyst - Warrington - Retail,The ideal Commercial Finance Analyst will be;The successful Commercial Finance Analyst will receive;Able to turn large complex data sets in to concise and…,Warrington,Page Personnel - UK,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
1511,BI Developer,"SSRS, SSAS and Jet Data Manager experience.Similar experience in a BI Developer or MI Analyst position is desirable, as is experience with Google Analytics and…",Warrington,ShortList,"£35,000 a year",Rest of UK,35000.0,0,1,0,0,0
1512,Customer Experience Analyst,Producing insights from data; applying knowledge to propose changes and tests through the Bennetts online real estate.You will be able to: _.,Peterborough,Bennetts,"£26,000 - £34,000 a year",Rest of UK,30000.0,0,1,0,0,0
1513,Business Analyst,We are looking for a Business Analyst to join our Transformation & Change team in Peterborough.Work with business stakeholders to ensure documented business…,Peterborough,Diligenta,"£36,000 a year",Rest of UK,36000.0,1,1,0,0,0
1514,Infrastructure Analyst / Infrastructure Engineer,Microsoft Certified Systems Engineer: MCSE.A leading organisation are seeking to recruit a number of IT Infrastructure Engineers to provide 3rd line support…,Peterborough,Digital Gurus,"£36,000 - £45,000 a year",Rest of UK,40500.0,1,1,0,0,0
1515,Data Analyst,"We are seeking a Data Analyst to deliver client analysis projects, including data research to identify new data sources.A high level of mathematical ability.",Peterborough,Tech4T,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,0,0
1516,Data Analyst,In return for having the above skills my client are willing to offer the right Data Analyst:In order to be successful in this role the Data Analyst will need…,Peterborough,Professional Technical Recruitment,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,0,0
1517,Finance Analyst,The successful candidate for the Finance Analyst will be:The successful applicant for the Finance Analyst role will be:Month end journals with commentary.,Peterborough,Page Personnel - UK,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,0,0
1518,Insight Analyst,"As an Insight Analyst you will:Work closely with the company's customer data to generate insights.As an Insight Analyst, you will work for a global insurance…",Peterborough,Harnham,"£40,000 - £50,000 a year",Rest of UK,45000.0,1,1,0,0,0
1519,Senior Insight Analyst,Working closely with advanced analysts including marketing analysts and data scientists to help produce insight and key strategic recommendations.,Peterborough,Harnham,"£40,000 - £55,000 a year",Rest of UK,47500.0,1,1,0,1,0
1520,Planning Analyst CMV17076,"Working for a market leading organisation, you will be working with your own portfolio of products, with a specific client base, to ensure that the product hits…",Peterborough,Anne Corder Recruitment,"£20,000 - £22,000 a year",Rest of UK,21000.0,0,1,0,0,0
1521,Analyst - HSE NWV17168,"In the role of HSE Analyst you will be:  .Helping to configure and maintain the online data software.You will be an advanced user of excel, and adept at…",Peterborough,Anne Corder Recruitment,"£25,000 a year",Rest of UK,25000.0,0,1,0,0,0
1522,Change Manager,"Ensure that the processes, policies, standards and procedures comply with internal governance standards, and, in conjunction with the Data and Information…",Peterborough,CITB,"£39,668 - £51,844 a year",Rest of UK,45756.0,1,1,0,1,0
1523,IS Service Delivery Analyst,Our end user client requires a IS Service Delivery Analyst to join their team.Experience and technical knowledge of Office 365 administration including…,Peterborough,Catch Resource Management Ltd,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
1524,Inventory/Copy Planner,Detailed analysis and interpretation of sales trends and other data are crucial to ensuring the right commercial decisions are made from a distribution…,Peterborough,Frontline Group,"£20,000 - £25,000 a year",Rest of UK,22500.0,0,1,0,0,0
1525,Senior Business Systems Developer CMV17121,Business Analyst: 3 years (Preferred).Our privacy policy is available on our website (annecorder.co.uk) and explains how we will use your data. _.,Peterborough,Anne Corder Recruitment,"£50,000 a year",Rest of UK,50000.0,1,1,0,1,0
1526,Commercial and Finance Analyst,Work with the data analyst and other members of the accounting team to provide and present meaningful analysis of Alchemy’s commercial and financial position to…,Newcastle-under-Lyme,Alchemy Global Solutions,"£40,000 - £45,000 a year",Rest of UK,42500.0,1,1,0,0,0
1527,"Business Analyst (SQL, Data, MI, Business Analysis)","Key Responsibilities for the Business Analyst (SQL, Data, MI, Business Analysis).Key Deliverables for the Business Analyst (SQL, Data, MI, Business Analysis).",Stoke-on-Trent,Ampersand Consulting,"£20,000 - £32,000 a year",Rest of UK,26000.0,0,1,0,0,0
1528,MI Analyst,"MI Analyst duties will include, but not limited to:Ensuring MOI reports are consistent and adhere to data governance.",Stoke-on-Trent,myfuturerole.com,"£35,000 - £50,000 a year",Rest of UK,42500.0,1,1,0,0,0
1529,Business Intelligence Analyst,Good understanding of data privacy rules and data regulations.Job Title: *Business Intelligence Analyst.Maintain high standards of data quality and integrity…,Stoke-on-Trent,Well Pharmacy,"£32,000 a year",Rest of UK,32000.0,0,1,0,0,0
1530,.NET Developer - Global Sports Company - Stoke-On-Trent,"They are looking to branch out and take a foothold in the sports science arena.In particular, they are looking to move into the field of high performance data…",Stoke-on-Trent,Noir Consulting,"£35,000 - £60,000 a year",Rest of UK,47500.0,1,1,0,0,0
1531,.NET Developer - Newcastle-Under-Lyme,"NET, C#, React, Angular 6, Microservices, Vue.js, TypeScript, Azure, Web API 2, Agile, .At this very moment our client is constructing the world's first…",Newcastle-under-Lyme,Noir Consulting,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
1532,"Reporting Analyst (Excel, VBA, Qlik, Business Objects)","Experience with large scale data manipulation and analysis.Key responsibilities for the Reporting Analyst (Excel, VBA, Qlik, Business Objects).",Stoke-on-Trent,Ampersand Consulting,"£22,000 - £25,000 a year",Rest of UK,23500.0,0,1,0,0,0
1533,"Senior Reporting Analyst (Excel, VBA, Qlik, Business Objects...","Experience with large scale data manipulation and analysis.Key responsibilities for the Senior Reporting Analyst (Excel, VBA, Qlik, Business Objects):",Stoke-on-Trent,Ampersand Consulting,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,1,0
1534,Finance Analyst - Excellent Excel Skills Required,"As a Finance Analyst, you will be reporting into the Finance Manager, responsible for analysing and reconciling large volumes of data.",Newcastle-under-Lyme,Page Personnel - UK,"£21,000 a year",Rest of UK,21000.0,0,1,0,0,0
1535,SENIOR REPORTING ANALYST (SQL/ REPORTING/ EXCEL/ MI / BI),Working with Large data sets.SENIOR REPORTING ANALYST (SQL/ REPORTING/ EXCEL/ MI / BI) Experience.SENIOR REPORTING ANALYST (SQL/ REPORTING/ EXCEL/ MI / BI)…,Stoke-on-Trent,Ampersand Consulting,"£25,000 - £35,000 a year",Rest of UK,30000.0,0,1,0,1,0
1536,IT Risk & Network Security Analyst | Stoke | £45-55k,"You'll use your networking, security and IT support background to work with 3rd Line engineers to gather information and establish policy and procedure; this…",Stoke-on-Trent,myfuturerole.com,"£45,000 - £55,000 a year",Rest of UK,50000.0,1,1,0,0,0
1537,Commercial Data Analyst,As a result of our success we are seeking an enthusiastic and experienced Commercial Data Analyst to work at our Doncaster site.Main Purpose of the Role.,Doncaster,Unipart Rail,"£25,000 a year",Rest of UK,25000.0,0,1,0,0,0
1538,Insight Analyst,"They are looking for an experienced data analyst to join their Insight and Strategic Planning Team!As the successful Insight Analyst, you will be:",Doncaster,Harnham,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
1539,Financial Analyst,As a result of our success we are seeking an enthusiastic and experienced Financial Analyst to work at our Doncaster site.25 Days Hols (plus Bank Holidays).,Doncaster,Unipart Rail,"£25,000 a year",Rest of UK,25000.0,0,1,0,0,0
1540,Project Analyst,Data entry for complex projects: 2 years (Required).Experience of working in a role requirement data entry for complex projects.,Knowsley,Apsiz Services,"£20,000 - £25,000 a year",Rest of UK,22500.0,0,1,0,0,0
1541,Information Analyst,You will have knowledge of working with business intelligence platforms and be able to work with a range of complex data sources.,Liverpool,Liverpool University Hospitals NHS Foundation Trus...,"£24,214 - £30,112 a year",Rest of UK,27163.0,0,1,0,0,0
1542,Specialist Intelligence Analyst,"The Specialist Intelligence Analyst will ensure that decision making throughout the organisation is based on data that is robust, quality assured, fit for…",Liverpool,NHS Liverpool Clinical Commissioning Group,"£30,401 - £37,267 a year",Rest of UK,33834.0,0,1,0,0,0
1543,Data Architect (Manufacturing / Machine Learning),"Candidates such as: Data Architects, Data Analysts, BI, Data Scientist, University Research Engineers, etc.Data Architect (Manufacturing / Machine Learning).",Liverpool,Rise Technical Recruitment Limited,"£50,000 - £55,000 a year",Rest of UK,52500.0,1,1,0,0,0
1544,Data Engineer (Manufacturing / Machine Learning),"Candidates such as: Data Architects, Data Analysts, BI, Data Scientist, University Research Engineers, etc.Data Engineer (Manufacturing / Machine Learning).",Liverpool,Rise Technical Recruitment Limited,"£50,000 - £55,000 a year",Rest of UK,52500.0,1,1,0,0,0
1545,Business Analyst /ERP BA- Liverpool,"ERP Systems Support and Business Analyst - Liverpool Keywords- ERP Implementation, Systems Support, Business Analyst, BA, Liverpool.",Liverpool,Circle Recruitment,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
1546,Test Analyst,"A passion for Tech, IT, Data and Innovation.You will complete IT tasks to onboard lender clients.The long-term goal is to automate the onboarding process to…",Ellesmere Port,Legal Marketing Services,"£25,000 - £30,000 a year",Rest of UK,27500.0,0,1,0,0,0
1547,Project Analyst,Experience gathering data for complex projects with multiple agencies;Ability to analyse data and produce information reports in various formats;,Knowsley,Fusion21 Ltd,"£20,000 - £25,000 a year",Rest of UK,22500.0,0,1,0,0,0
1548,Project Analyst - Merseyside,Experience of working in a role requirement data entry for complex projects.Reporting into the Category Manager the successful candidate will work as part of…,Merseyside,Apsiz Services Ltd,"£25,000 a year",Rest of UK,25000.0,0,1,0,0,0
1549,Senior administrator,"South Sefton CCG and Southport and Formby CCG are looking for an experienced senior administrator to join their ambitious, forward thinking Medicines Management…",Bootle,NHS South Sefton Clinical Commissioning Group,"£21,089 - £23,761 a year",Rest of UK,22425.0,0,1,0,1,0
1550,Project Analyst,Experience gathering data for complex projects with multiple agencies.Ability to analyse data and produce information reports in various formats.,Merseyside,Castlefield Recruitment,"£20,000 - £25,000 a year",Rest of UK,22500.0,0,1,0,0,0
1551,Business Analyst . ERP - Liverpool,"ERP Systems Support and Business Analyst - Liverpool Keywords- ERP Implementation, Systems Support, Business Analyst, BA, Liverpool.",Liverpool,Circle Recruitment,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
1552,Graduate Project Engineer,"All applications for this Graduate Project Engineer vacancy are to be submitted via email, and strictly no agency calls or agency CV submissions.",Birkenhead,Crowder Consulting,"£21,000 a year",Rest of UK,21000.0,0,1,1,0,0
1553,MI Analyst,As part of a highly skilled analyst team the key element of your roles is to utilise raw data sources to provide detailed insight to account and agent…,Liverpool,Serco Group,"£40,000 a year",Rest of UK,40000.0,1,1,0,0,0
1554,Marketing Data Analyst,Our client an established national business based near Liverpool are looking for a Data Analyst to join their marketing/sales team.What are we looking for?*.,Liverpool,Agility Resourcing,"£20,000 a year",Rest of UK,20000.0,0,1,0,0,0
1555,Graduate Data Scientist,You’ll be involved in assessing the impacts of data improvements on regulatory reporting which will inform key business stakeholders and drive data improvement…,Birkenhead,Crowder Consulting,"£20,000 - £25,000 a year",Rest of UK,22500.0,0,1,1,0,0
1556,Principal Information Analyst,We are looking for Principal Information Analyst to join our new team.The Trust has invested in a new data warehouse and new reporting tools and we need…,Wirral,The Clatterbridge Cancer Centre NHS Foundation Tru...,"£37,570 - £43,772 a year",Rest of UK,40671.0,1,1,0,1,0
1557,Data Analyst,"Proven working experience as a Data Analyst or Business Data Analyst.Key Skills for the Data Analyst:The Data Analyst role is commutable from Birkenhead,…",Liverpool,ShortList,"£40,000 a year",Rest of UK,40000.0,1,1,0,0,0
1558,Data Analyst/Mobile App Programmer for Cycling Behaviours,Experience working with data analytics and/or sensors on transport problems will be beneficial.You will work on data analysis and machine learning models to…,Liverpool,Liverpool John Moores University,"£33,797 - £40,323 a year",Rest of UK,37060.0,1,1,0,0,0
1559,IT Test Analyst,Identify test data requirements and understand how to inject this data to test effectively.An exciting new Test Analyst opportunity at DX!,Liverpool,The DX Group,"£30,000 a year",Rest of UK,30000.0,0,1,0,0,0
1560,SQL Analyst / Implementation Analyst,"Extract data from in-house databases using SQL.You will be part of a dynamic team to help design, configure, deliver and provide support for bespoke Business…",Liverpool,Oscar Technology,"£23,000 - £25,000 a year",Rest of UK,24000.0,0,1,0,0,0
1561,Financial Systems Analyst,"Financial Systems Analyst  Key Requirements:As a Financial Systems Analyst, youll be responsible for:Data extraction, manipulation and reporting; utilising…",Liverpool,Informatiq Consulting,"£27,000 - £30,000 a year",Rest of UK,28500.0,0,1,0,0,0
1562,Database Administrator/Support Analyst,Job Title: Database Administrator/Support Analyst – home-based.As a home-based DBA/Support Analyst your duties will include:Contract Type: Perm/ Full Time.,Whiston,Fresh Perspective Resourcing Ltd,"£28,000 - £34,000 a year",Rest of UK,31000.0,0,1,0,0,0
1563,Project Engineer/Network Modeller,"To be a Project Engineer, you will need proven experience working on the management and analysis of water networks.Eagerness to learn and develop new skills.",Birkenhead,Crowder Consulting,"£25,000 - £35,000 a year",Rest of UK,30000.0,0,1,0,0,0
1564,Senior Technical Services Analyst,You will possess experience of managing a complex technical environment which includes VMware virtualised environments in hosted data centres connected to the…,Liverpool,Regenda Group,"£35,000 a year",Rest of UK,35000.0,0,1,0,1,0
1565,Trainee Robotics Process Automation - Liverpool,The ability to analyse data or information effectively to break complex problems down into simple steps.It is designed to automate business processes that are…,Liverpool,FDM Group - FDM Graduate Programme,"£23,500 - £26,000 a year",Rest of UK,24750.0,0,1,1,0,0
1566,Commercial Finance Analyst,"Commercial Finance Analyst / Merseyside / Permanent role / £35,000 - £40,000 plus an excellent benefits package available.*.",Liverpool,Accountable Recruitment,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
1567,Retail Data Manager,"Proven working experience as a Data Analyst or Business Data Analyst.Technical expertise regarding data models, database design development, data mining and…",Liverpool,ShortList,"£40,000 a year",Rest of UK,40000.0,1,1,0,1,0
1568,Process + Compliance Manager,"Demonstrable problem solving ability, with previous analyst experience.We are looking for an organised multitasker who is numerically articulate and…",Liverpool,SP MANWEB PLC,"£43,520 - £54,400 a year",Rest of UK,48960.0,1,1,0,1,0
1569,MI Analyst 12 month FTC - Liverpool - Power BI essential,Analysis of large data sets.Supporting the analysis and reporting of commercial finance data.MI Analyst 12 month FTC - Liverpool - Power BI essential.,Liverpool,Michael Page UK,"£20,000 - £30,000 a year",Rest of UK,25000.0,0,1,0,0,0
1570,FP&A Analyst,"FP&A Analyst / Wirral, Merseyside / Permanent role / £30,000 - £40,000 plus an excellent benefits package available.*.Salary: £30,000.00 to £40,000.00 /year.",Wirral,Accountable Recruitment,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
1571,Test Analyst,"Produce test artefacts including acceptance tests, test cases, tests scenarios and test data.We are looking for an ISTQB qualified test analyst who has…",Liverpool,Proactive.IT Appointments,"£33,000 - £35,000 a year",Rest of UK,34000.0,0,1,0,0,0
1572,Financial Analyst,Data extraction for analysis for Brexit preparation.Maintain and develop group margin reports in excel extracting data the system.Intrastat and EC sales list.,Ellesmere Port,Adele Carr Financial Recruitment,"£24,000 - £27,000 a year",Rest of UK,25500.0,0,1,0,0,0
1573,MS SQL DBA/Database Administrator,Exposure to Data Warehouse ETL.To help design and build database schemas with integrity and scalability with data access layers that are optimised for…,Ellesmere Port,OCC Computing,"£40,000 - £50,000 a year",Rest of UK,45000.0,1,1,0,0,0
1574,Data Analyst - Field Sales,"The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:As a Graduate Data Analyst, you will join the front line of this multi-national…",Exeter,Pareto Law,"£26,000 - £47,000 a year",Rest of UK,36500.0,1,1,0,0,0
1575,Senior Information Analyst,Demonstrable experience in data analysis.This is a fantastic opportunity for a motivated data analyst with knowledge of relational databases and experience of…,Exeter,Devon Partnership NHS Trust,"£30,401 - £37,267 a year",Rest of UK,33834.0,0,1,0,1,0
1576,IT Infrastructure Analyst,"You will ensure data is maintained securely and with appropriate continuity.If you have the skills and experience to join our team as Infrastructure Analyst,…",Exeter,Pennon Group,"£43,968 a year",Rest of UK,43968.0,1,1,0,0,0
1577,IT Infrastructure Analyst,"You will ensure data is maintained securely and with appropriate continuity.Additionally, the Infrastructure Analyst will provide face to face support and…",Exeter,Viridor,"£43,968 a year",Rest of UK,43968.0,1,1,0,0,0
1578,Commercial Analyst,"As a Data Analyst, your responsibilities will include:Creating dashboard and reports showing Commercial and Operational data.",South West,Harnham,"£35,000 - £50,000 a year",Rest of UK,42500.0,1,1,0,0,0
1579,Commercial Analyst,"As a Data Analyst, your responsibilities will include:Creating dashboard and reports showing Commercial and Operational data.",South West,Harnham US,"£35,000 - £50,000 a year",Rest of UK,42500.0,1,1,0,0,0
1580,Business Data Analyst,"Apply relevant tools and techniques to data analysis.I am looking for a Business Insight Analyst to analyse and interpret data, providing insight across all…",Exeter,wa consultants,"£30,000 a year",Rest of UK,30000.0,0,1,0,0,0
1581,Supply Chain Analyst,"Good data analysis skills e.g. Excel, Microsoft Dynamics, SQL.This role is unique and strategic, where you will work on global projects affecting their…",South West,Metrica Recruitment,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
1582,Research Analyst - Portuguese Speaking,"You will undertake a range of tasks, including market research through executive interviews, surveys and data analysis, in order to create detailed intelligence…",South West,Metrica Recruitment,"£28,000 - £36,000 a year",Rest of UK,32000.0,0,1,0,0,0
1583,Sales & Marketing Analyst,"The ability to communicate complex data in simple terms.Previous experience in an analytical role (marketing, data or business experience desirable).",Exeter,myfuturerole.com,"£27,000 - £35,000 a year",Rest of UK,31000.0,0,1,0,0,0
1584,.NET Developer - Global Sports Company - Exeter,"NET Core, AWS, Angular 2, F#, MongoDB, RavenDB, Scrum / Agile, Web API, Linq, Entity Framework, TDD, BDD, DDD, SOLID, NoSQL, SQL Server, Analyst Programmer,…",Exeter,Noir Consulting,"£35,000 - £50,000 a year",Rest of UK,42500.0,1,1,0,0,0
1585,IT Operations Senior IT Practitioner,"However, successful candidates will be considered for any future vacancies with the IT Ops structure at Senior IT Practitioner banding including the position of…",Exeter,Met Office,"£30,325 - £33,260 a year",Rest of UK,31792.5,0,1,0,1,0
1586,Underwriting BI & Control Analyst,Implement a data validation structure to ensure accuracy.Be compliant with the Data Protection Act 1998.This service provider in the insurance arena can boast…,South West,Datatech Analytics,"£50,000 a year",Rest of UK,50000.0,1,1,0,0,0
1587,"BI Analyst – SQL, SSRS, Power BI",My client is looking for a BI Analyst with:Proven experience of providing key insight into data to help make business improvements.,South West,kdr Recruitment,"£30,000 - £36,000 a year",Rest of UK,33000.0,0,1,0,0,0
1588,Finance Analyst / Finance Business Partner,Use of ERP system and Excel – including complex spread sheets to manipulate data.Butler Rose is currently recruiting a Finance Analyst / Finance Business…,Crediton,Butler Rose Ltd,"£31,000 - £36,000 a year",Rest of UK,33500.0,0,1,0,0,0
1589,Head of Pricing and Analytics,This role will also form part of a thought leadership team within the business and as such responsibilities will reach further than your direct team of analysts…,South West,Harnham,"£65,000 - £90,000 a year",Rest of UK,77500.0,1,1,0,0,0
1590,Development Team Lead,You will work with the Development Manager to set out the long term strategic direction and deliver day to day line management duties to developers QA's and…,Exeter,Acorn Recruitment Limited,"£50,000 - £55,000 a year",Rest of UK,52500.0,1,1,0,1,0
1591,Finance Systems Manager,"An ability to pull data from various sources and subsequently design, construct and execute complex analyses to deliver data, reports and proposals that support…",Birmingham,SystemsAccountants,"£65,000 - £80,000 a year",Birmingham,72500.0,1,1,0,1,0
1592,Senior SQL / ETL Developer - Insurance / Financial Modelling,"Working with a cutting-edge cloud-hosted product on Microsoft Azure you will work with Actuaries, Data Architects and Business Analysts to:",Birmingham,Michael Page UK,"£50,000 - £70,000 a year",Birmingham,60000.0,1,1,0,1,0
1593,Junior Data Analyst,"Fast track career progression into: senior business analysis, data architecture and data science roles.Gather data from primary and secondary data sources.",Birmingham,Sparta Global,"£21,000 - £25,999 a year",Birmingham,23499.5,0,1,1,0,0
1594,Data Analyst,"Data Analyst - Strategic Planning - 48291 - Band 500.Highly developed IT, data and numeracy skills.The post of Data Analyst will provide support to the…",Birmingham,University of Birmingham,"£23,406 - £29,107 a year",Birmingham,26256.5,0,1,0,0,0
1595,Senior Data Analyst,"We have an exciting opportunity available to join the sales team as a Senior Data Analyst who will be responsible for bringing data to life by investigating,…",Bordesley,West Midlands,"£45,000 a year",Rest of UK,45000.0,1,1,0,1,0
1596,Data Reporting Analyst,"Analyse data accuracy relevance and ensure data integrity of reports from various data sources.Responsible for maintaining and developing reports, data…",Birmingham,Shaftec Automotive Components Ltd,"£25,000 a year",Birmingham,25000.0,0,1,0,0,0
1597,Regulatory Financial Analyst,"Analysing and organising complex financial data, drawing robust conclusions to support proposals and decisions.Updating regulatory instructions and guidance.",Birmingham,UK Government - Office of Rail and Road,"£49,814 - £63,606 a year",Birmingham,56710.0,1,1,0,0,0
1598,Infection Prevention Administration and Surveillance Analyst,"The successful applicant will support the team with production of accessible, accurate, information from various data systems and analysis of that data as well.",Birmingham,Birmingham and Solihull Clinical Commissioning Gro...,"£21,089 - £23,761 a year",Birmingham,22425.0,0,1,0,0,0
1599,Data Analyst,Our client based in Birmingham is looking for a Data Analyst to join their team based in Birmingham.Transform Data and create analytical scripts.,Birmingham,Marks Sattin Specialist Recruitment,"£35,000 - £40,000 a year",Birmingham,37500.0,1,1,0,0,0
1600,Junior Business Analyst,"Provide Analysis of data, system and business processes to inform the project.The Junior Business Analyst will be to support the senior team in working with…",Birmingham,Compass Group UK & Ireland,"£25,000 a year",Birmingham,25000.0,0,1,1,0,0
1601,Marketing CRM Analyst - Birmingham,"Keywords: Marketing Data Analyst - CRM - data - SQL - Excel - Birmingham.Previous experience of data analysis, Excel, manipulation of data, insight analysis,…",Birmingham,Circle Recruitment,"£27,000 - £37,000 a year",Birmingham,32000.0,0,1,0,0,0
1602,Management Information Analyst,You will be an advanced user of data records and management information systems.An opportunity has arisen in the Planning and Student Management Information…,Birmingham,Aston University,"£26,715 - £31,866 a year",Birmingham,29290.5,0,1,0,0,0
1603,Finance Analyst,"Excellent excel skills with the ability to interrogate large data sets.As the Financial Analyst in this dedicated team of 4, you will be responsible for…",Birmingham,Rivus Fleet Solutions,"£40,000 a year",Birmingham,40000.0,1,1,0,0,0
1604,Mi/ BI Data Analyst,"Great opportunity for a graduate developer to join a tech led organisation.Good training and development options.Confident individual, willing to engage.",Birmingham,Michael Page UK,"£22,000 - £28,000 a year",Birmingham,25000.0,0,1,0,0,0
1605,Information Analyst,"The post holder will have technical skills to express innovation and creativity in data interrogation, visualisation and working collaboratively with…",Birmingham,University Hospitals Birmingham NHS Foundation Tru...,"£30,401 - £37,267 a year",Birmingham,33834.0,0,1,0,0,0
1606,RIS PCD Senior Data Analyst,"Train and mentor our data analysts, building their confidence and capability when:Leading and managing the work of our data analysts, however, there are no…",Birmingham,HM Revenue and Customs,"£37,503 a year",Birmingham,37503.0,1,1,0,1,0
1607,Higher Performance Analyst,High level numeracy skills; analyse and interpret large amounts of data and produce complex statistical and persuasive written reports.,Birmingham,West Midlands Police,"£29,064 - £40,698 a year",Birmingham,34881.0,0,1,0,0,0
1608,Insight Manager,"Considerable post-graduate experience of data visualisation, data analysis and statistical modelling.Line management of two Insight Analysts.",Birmingham,Canal & River Trust,"£42,000 a year",Birmingham,42000.0,1,1,0,1,0
1609,Senior Treasury Analyst,Demonstrated ability to prepare concise efficient analysis of financial data.HomeServe Plc is currently looking to recruit a Senior Treasury Analyst to join…,Walsall,HomeServe,"£40,000 - £55,000 a year",Rest of UK,47500.0,1,1,0,1,0
1610,Business Analyst / Product Consultant,"ROLE: Business Analyst / Product Consultant.Ability to wear multiple hats including business analysts, implementation, training, customer success etc.",Solihull,Synchro Recruitment,"£45,000 a year",Rest of UK,45000.0,1,1,0,0,0
1611,Business Systems Analyst,EDI (Electronic Data Interchange) experience.The Business Systems Analyst role is about maintaining the system hardware and software predominantly for the IBM…,Solihull,Robert Half United Kingdom,"£30,000 a year",Rest of UK,30000.0,0,1,0,0,0
1612,Financial Analyst,They will do this by analysing data sets and the Provider’s corporate information.The successful person will be responsible for:,Birmingham,UK Government - Regulator of Social Housing,"£40,005 - £44,216 a year",Birmingham,42110.5,1,1,0,0,0
1613,Data Analyst (Advanced Excel Essential),Manage all incoming data files and source data from external suppliers to increase value of current data sets.,Sutton Coldfield,Michael Page UK,"£24,000 - £28,000 a year",Rest of UK,26000.0,0,1,0,0,0
1614,Data / MI Analyst,Leading UK Retailer require a Data Analyst to support specialist divisions with the enhancement of Management Information and Business Intelligence.,Birmingham,Michael Page UK,"£33,000 - £38,000 a year",Birmingham,35500.0,1,1,0,0,0
1615,Business Analyst,"You will work in a growing team alongside, analysts, developers, solutions architects, product owners as well as our test and service desk teams developing and…",Birmingham,Mears Group,"£43,000 a year",Birmingham,43000.0,1,1,0,0,0
1616,HR Analyst,Experience of working with large amount of data.Analyse data and carry out reports for the senior management team.Cygnet Health Care was established in 1988.,Birmingham,Cygnet Health Care,"£23,500 - £26,000 a year",Birmingham,24750.0,0,1,0,0,0
