,Title,Summary,Location,Company,Salary
1563,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1564,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1565,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1566,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1567,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1568,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1569,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1570,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1571,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1572,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1573,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1574,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1575,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1576,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1577,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1578,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1579,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1580,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1581,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1582,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1583,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1584,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1585,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1586,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1587,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1588,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1589,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1590,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1591,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1592,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1593,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1594,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1595,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1596,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1597,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1598,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1599,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1600,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1601,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1602,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1603,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1604,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1605,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1606,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1607,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1608,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1609,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1610,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1611,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1612,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1613,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1614,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1615,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1616,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1617,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1618,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1619,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1620,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1621,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1622,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1623,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1624,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1625,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1626,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1627,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1628,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1629,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1630,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1631,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1632,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1633,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1634,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1635,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1636,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1637,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1638,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1639,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1640,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1641,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1642,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1643,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1644,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1645,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1646,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1647,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1648,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1649,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1650,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1651,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1652,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1653,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1654,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1655,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1656,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1657,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1658,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1659,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1660,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1661,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1662,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1663,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,
1664,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1665,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1666,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1667,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,
1668,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,
1669,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1670,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1671,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1672,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1673,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1674,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1675,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1676,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1677,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1678,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1679,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1680,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1681,Machine Learning Engineer - NLP,This role will see you working within the Digital Technology stream translating data into machine learning models.Experienced in tuning ML performance.,Sydney NSW,Aurec Human Capital Group,
1682,IT Analyst,"You must have Intensive knowledge of data manipulation and SQL scripts design across different platforms, e.g. SQL Server, Oracle Database and Microsoft Access.",Sydney NSW,ELMO tmsdemo9,
1683,System Support Analyst,"The successful candidate will able to work independently and take ownership of issues, while also engaging with other teams including data management,…",Sydney NSW,Profusion Group,"$100,000 a year"
1684,Technical Business Analyst,Our client is Australia’s leading retail data experts.Industry leading business with fantastic culture.Utilise your business analysis skills.,Sydney NSW,Recruitment Alternative,
1685,Business Analyst,Interpret data identified to determine whether it meets APRA’s requirements;Engagement with identified stakeholders to validate the data proposed for reporting…,Sydney NSW,Brunel Australasia,
1686,Salesforce Marketing Analyst,Good understanding of data and ability to apply the findings in a marketing context.This in an exciting opportunity for an experienced Salesforce Marketing…,Sydney NSW,Talenza,
1687,"Senior BI Analyst - Tableau , R, SQL, Python","Validate data warehouse for data integrity, quality and accuracy.Our client runs on data.Design, develop, test and implement Australia customized data and…",Sydney NSW,Bluefin Resources,"$120,000 - $140,000 a year"
1688,Senior Reinsurance Analyst,Comparing contract agreements with claims data received;The reinsurance operations team is the main hub for all in coming and out going reinsurance data.,Sydney NSW,B & K Consulting,"$115,000 - $135,000 a year"
1689,HSEQ Administrator - North Sydney CBD,You will also review and source correct data onto the system and resolve any discrepancies.HSEQ Administrator - Sydney Metro & North Sydney.,Sydney NSW,Zenergy Group,
1690,HR Analytics Consultant,"The role will report to our People Analytics Manager and be responsible for HR data reporting and analytics, including the development, validation, deployment…",Sydney NSW,Allianz,
1691,DATA ANALYST / SCIENTIST,The role utilises an innovative approach to solving systemic health questions and to adding value to structured and unstructured data through the use of data…,Adelaide SA,Government of South Australia,"$101,859 - $110,107 a year"
1692,"AS07 - DATA ANALYST, VALEO REVIEW PROJECT","The role is responsible for producing detailed data and integration specifications and requirements, for both current and future systems, via technical…",Adelaide SA,Government of South Australia,
1693,DATA ENGINEER,"The role provides expert technical advice to, and undertakes, the building, management and optimisation of data pipelines, moving them effectively into…",Adelaide SA,Government of South Australia,"$101,859 - $110,107 a year"
1694,Graduate Systems Analyst,"You will enjoy solving problems, working with data and new technology, and being that person who can figure-out how to configure systems so that they work…",Adelaide SA,Discovery Parks,
1695,Customer Insights Analyst,Previous exposure to reporting and analysis with the ability to transform data into information;Experience with common data mining & business intelligence…,Adelaide SA,SKYCITY,
1696,Junior Business Analyst,"As a Junior BA, you may be asked to perform a variety of business analysis tasks across three streams of activity:Define and document business processes.",Adelaide SA,DXC,
1697,Big Data Systems Services and Support Engineer,"This engineer will exhibit broad and deep technical expertise, attention to detail, and enjoy working with customers.Passion for solving technical problems.",Adelaide SA,Dtex Systems,
1698,Data Management Analyst,Experience managing export controlled data.Interact with data owners/authors to ensure that data is generated according to schedule and requirements.,Mawson Lakes SA,Lockheed Martin Australia,
1699,Supply Chain Analyst,"Knowledge of customer, regulatory agency, part interchangeability, data reliability analysis, data extraction, and service related problem resolution.",Adelaide SA,Boeing RIV Site,
1700,Insider Threat Analyst,"Analyze customer activity data to identify current or potential threat-related events, behaviors, and patterns.",Adelaide SA,Dtex Systems,
1701,Analyst Client Acquisition,"Have extensive experience in considering business and market risk, financial modelling, writing and analysing credit transactions and data analytics.",Adelaide SA,Commonwealth Bank,
1702,Data Analyst,"The Geoservices Field Data Analyst, manage and accountable for, monitoring the well, maintaining all Geoservices sensors, gas equipment and data acquisition…",Adelaide SA,Fircroft,
1703,Data Analyst,Developing data solutions for clients.Improve processes around data refresh and loading.Experience in data architecture will be essential.,Adelaide SA,Hudson,
1704,Quality Assurance Analyst,"Experience in data driven automation.We are the preferred supplier of networking, integrated data and voice services to many leading organizations in the…",Adelaide SA,Transaction Network Services,
1705,Supply Chain Analyst - Retail Brand,"Capability to interpret data and develop reports.Gathering, analyzing and modelling data in relation to logistics and supply chain operation.",St Peters SA,Michael Page,"$80,000 - $85,000 a year"
1706,Security Analyst,Work to identify critical event data for additional analysis and escalation as appropriate.Demonstrated experience as a security analyst with primary…,Adelaide SA,DXC,
1707,Insurance Pricing Analyst,"Previous experience in analysis and reporting of insurance, sales, marketing or business operations data is preferred but not essential.",Mile End SA,RAA,
1708,Telesales Scheduling Analyst,"Additionally, Scheduling Analyst will assist in the maintenance of WFM data reports to ensure accuracy of historical statistics provided to our customers.",Adelaide SA,Optus,
1709,Mudlogger Analyst,"The Geoservices Field Data Analyst, manage and accountable for, monitoring the well, maintaining all Geoservices sensors, gas equipment and data acquisition…",Adelaide SA,Fircroft,
1710,MANAGER BUSINESS INTELLIGENCE,We work in a fast paced environment and we’re on the lookout for an experienced data analyst with proven experience in the use and construction of technical…,Adelaide SA,Government of South Australia,
1711,Financial Planning and Reporting Analyst,"Provide analytical data and process support as and when required.Support of the global forecasting and budget process, including input of source data, review &…",Reynella SA,Accolade Wines,
1712,APS 4/5-6 (S&T Level 3-4) - eResearch Anaylst,We are establishing a new team of scientific computing eResearch analysts and are looking for driven problem solvers to join this team.,Edinburgh SA,Australian Government Department of Defence,"$67,100 - $92,150 a year"
1713,Finance Anlayst,"Assembling audit data as required.Santos is an Australian energy pioneer.We have safely and sustainably discovered, developed and delivered natural gas to the…",Adelaide SA,Santos Ltd,
1714,Senior Analyst/Programmer,"Exposure in areas of Business Intelligence, big data, and ux design.Reporting to the Applications Team Leader, this specialist role will be responsible for…",Adelaide SA,ASC Pty Ltd,
1715,Accounts Receivable and Treasury Specialist,"Performs pre-sale credit risk revaluation, including financial statement analysis and analysis for data obtained from bank and trade references.",Adelaide SA,Boart Longyear,
1716,Quality Engineer /Sr. Quality Engineer(Automation),"Identify environment and data requirements.Influence key stake holders in technology from the head of, delivery teams, business analysts, product owners and…",Adelaide SA,Adaps,
1717,"TEST MANAGER, PROJECTS AND BUSINESS TRANSFORMATION","Ability to lead a group of test analysts through the preparation, execution, closure of UAT and associated Release Management processes.",Adelaide SA,Government of South Australia,"$101,859 - $110,107 a year"
1718,Financial Analyst- Systems,"Hyperion processing, maintenance and data management.Our client is seeking candidates who have experience using Hyperion within a large and corporate…",Adelaide SA,Hudson,
1719,Study Director – LCMS,Ensure the scientific integrity and regulatory compliance of study data by (at minimum) the review of all runs.,Adelaide SA,CY Partner,
1720,Dashboard Developer,Facilitating and managing user acceptance testing of new data sources and implementing ongoing quality checks on data contained within the system.,Adelaide SA,HAYS,
1721,Application Support Engineer,"Maintain accurate records of work completed, changes made and customer interactions in line with data protection laws and Civica policies.",Adelaide SA,Civica,"$55,000 - $65,000 a year"
1722,Oracle ERP System Analyst,Design and maintain database architecture and data structures ensuring all data master files are accurate and up-to-date.,Adelaide SA,Australiance Talent,"$80,000 - $110,000 a year"
1723,Financial Analyst,Development of high quality written reports to meet recurring financial reporting needs and ad-hoc analyst exercises.,Adelaide SA,EGM Partners,
1724,Business Analyst - Supply Chain,"For us, intelligent means data driven, connected, digital, and secure.Viiew specialise in workforce-as-a-solution services, allowing clients the flexibility to…",Adelaide SA,Viiew,
1725,"Business Analyst - Finance, Planning & Accounting",Providing advice and guidance for best practice master data and governance of financial systems.Finite Group is currently seeking a Business Analyst to be…,Adelaide SA,Finite IT,$80 - $100 an hour
1726,Senior Automation Test Analyst (Adelaide),We are sourcing for a multinational company based in in Adelaide who will develop and deliver next-generation digital services and solutions — including cloud…,Adelaide SA,Finite IT,"$90,000 - $100,000 a year"
1727,Senior Automation Test Analyst,"This exciting role is designed to ensure the successful delivery of next-generation digital services and solutions, which includes applications, cloud computing…",Adelaide SA,Experis,
1728,Oracle eBS Technical Consultant,"Excellent data, process analysis, and design skills.We are seeking an Oracle EBS technical consultant with good exposure to Oracle SOA.",Adelaide SA,HCM Australia,
1729,APS 6 IT Data Analyst,"As an IT Data Analyst in our Enterprise Solutions and Technology business area, you will produce outputs using data analysis, modelling techniques and business…",Canberra ACT,Australian Taxation Office,
1730,Entry Level Data Analyst Opportunity,This is a great entry level opportunity for a budding data analyst like yourself to apply your knowledge and skills in in the APS.In the role you will:,Canberra ACT,HorizonOne Recruitment,$35 - $45 an hour
