,Title,Summary,Location,Company,Salary
170,C/C++ Senior Backend Engineer,"You will be working in collaboration with our engineers, data scientists, and architects to develop new features, integrate new liquidity sources and structure…",Brussel,Keyrock,
171,Data Architect,"Capture data requirements and deliver logical data models, data flow diagrams and other artefacts.A data architect is an IT specialist with experience and…",Brussel,ARHS Group,
172,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
173,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
174,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
175,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
176,Hardware upgrade engineer,As Upgrade Hardware Engineer for our proton therapy installed base you will be part of a team of engineers to:Lead CCB (Change Control Board).,Louvain-la-Neuve,IBA,
177,Data Engineer - Looker,"Train data analysts throughout the organization on simple LookML modifications.As a growing company, we decided to centralize our data model within the IT…",Gent,Showpad,
178,Data Engineer,"Develop and use large data sets to address business issues, this also encompasses the needed data set processes.Your role will consist of: *.",Westerlo,Juvo,
179,CONTINUOUS IMPROVEMENT ENGINEER - Bruxelles,"Guided by facts and data.CONTINUOUS IMPROVEMENT ENGINEER (H/F/X).As a key actor of SABCA Lean Transformation, you will be in charge of the Continuous…",Brussel,SABCA,
180,Big Data Engineer,"The Telecom Technical Consultant understands the needs and strategic objectives of the customers, and is able to translate these into telecom needs (data,…",Mechelen,Telenet,
181,Energy efficiency engineer,"Strong technical and analytical skills, appetite for data crunching and modeling.As Energy efficiency engineer, you support operationally the production sites…",Brussel,Solvay,
182,Data Engineer/Data Scientist,Om het UZA ICT team te versterken zoeken we een gedreven data expert die breed kan ingezet worden en ervaring en een ruime interesse heeft voor zowel (big) data…,Edegem,UZA,
183,DEV Engineer,"Présente dans toute la Belgique, Eligere Strategy intervient dans des domaines allant de la qualité et régulatoire ( Audit, contrôles, documentaire,…",Brussel,Eligere Strategy,
184,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
185,Data Scientist,"Therefore, you work in close collaboration with the product manager and software engineers.You take incomplete data as a challenge and use qualitative…",Wommelgem,OMP,
186,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
187,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
188,C/C++ Senior Backend Engineer,"You will be working in collaboration with our engineers, data scientists, and architects to develop new features, integrate new liquidity sources and structure…",Brussel,Keyrock,
189,Data Architect,"Capture data requirements and deliver logical data models, data flow diagrams and other artefacts.A data architect is an IT specialist with experience and…",Brussel,ARHS Group,
190,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
191,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
192,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
193,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
194,TOYOTA MOTOR EUROPE - Interim Model based development Engine...,"Guide design engineers to achieve performance, while meeting quality, cost and feasibility requirements.Knowledge of numerical analysis and co-simulation by…",Zaventem,Start People,
195,Stage - Marketing Digital - Assistant(e) Data Analyst,"Vous êtes étudiant en ingénieur de gestion.L’opportunité de développer une connaissance valorisable ainsi qu’une première expérience en gestion de projet,…",Brussel,RTL Belgium,
196,DATA ENGINEER - Make your Own Way to Big Data,You will help improve accessibility and organization of data.You will work on recommending new ways to improve data reliability and efficiency.,Brussel,EyeTech Solutions,
197,Data Engineer,"Actively support reporting teams in the data exploration and data preparation phases.Where data quality issues are detected, liaise with the data supplier to…",Brussel,Red Commerce,
198,Data Wrangler / Data Scientist,"You visualize data, so our customers obtain insight into their data quality.You are a data geek.For this particular project we are looking for someone to load…",Brussel,Kapernikov,
199,SENIOR DATA ENGINEER,Knowledge of data science and machine learning algorithms so that you can ensure that your data deliveries are ideal for data scientists.,Antwerpen (stad),omina technologies,
200,R&D Data Scientist,You support senior statisticians and machine learning engineers with pre-processing of data.You analyse available data with advanced data processing and…,Louvain-la-Neuve,CluePoints,
201,Data engineer MES,Wij zijn op zoek naar een data engineer MES die deel wil uitmaken van ons boeiend bedrijf.Als Data engineer MES maak je deel uit van het team dat ons…,Antwerpen (stad),BASF Antwerpen,
202,Functional Analyst,"Candidate has a university degree (e.g. economics, commercial engineer, civil engineer, exact sciences, …) or equivalent based on relevant experience.",Brussel,Allianz,
203,Associate - McKinsey Digital,"You will play an active role in all aspects of a client project, typically working in teams of 3 to 5 consultants alongside experts and partners of all tenures,…",Brussel,McKinsey & Company,
204,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
205,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
206,C/C++ Senior Backend Engineer,"You will be working in collaboration with our engineers, data scientists, and architects to develop new features, integrate new liquidity sources and structure…",Brussel,Keyrock,
207,Data Architect,"Capture data requirements and deliver logical data models, data flow diagrams and other artefacts.A data architect is an IT specialist with experience and…",Brussel,ARHS Group,
208,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
209,C/C++ Senior Backend Engineer,"You will be working in collaboration with our engineers, data scientists, and architects to develop new features, integrate new liquidity sources and structure…",Brussel,Keyrock,
210,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
211,Supply Chain Project Engineer Junior CDD 6 Months,Uses business data for continuous improvement.Supply Chain Project Engineer Junior.To build solid understanding of our Supply Chain structure and functioning…,Brussel,L'Oreal,
212,Data Analyst and Reporting,As a data analyst you bring your technical expertise to ensure the quality of accuracy of data.Work experience as a data analyst or in related field.,Erembodegem,nanoGrid,
213,Data Analyst Feed Industry,"Beschikt over een master opleiding in life sciences of economische richtingen (vb. bio-ingenieur agronomie, industrieel ingenieur landbouw, biochemie, biologie,…",Brussel,Acerta,
